id,affinity
2hr6,4.82
5ne5,7.41
6f8r,4.70
1onh,8.21
6g4n,5.64
2pvh,6.59
2o48,6.01
2xvd,8.70
4loo,8.15
3uzp,7.89
5cs5,1.58
3vhe,8.21
3chp,5.27
3s3i,7.80
1bn1,9.34
2q1j,9.10
2jke,4.23
5t27,7.10
5q1g,3.58
5vdk,7.57
5t1u,7.16
5ipc,4.89
5v5n,8.02
4hvg,7.77
5tg5,4.01
4ouj,2.86
4at4,7.92
4m8x,10.20
4pyy,7.23
5fl5,8.19
5tb6,5.82
1gt5,6.10
2xm9,8.05
2o5k,7.82
1o5r,8.12
6esm,5.53
4od0,9.04
4kxm,5.59
3bkl,6.17
1ih0,5.00
2jkq,8.11
5hz8,6.40
3djk,10.59
5nwb,7.80
4zw6,5.72
3fej,6.13
5e3d,4.02
6abp,6.36
6en4,8.30
1hn2,6.00
1uze,8.90
3buf,3.10
4qw3,6.61
5hbh,7.31
5g53,6.37
3kab,3.20
1g3d,5.55
3b9g,4.72
4xu3,9.50
3gep,3.75
3mta,4.30
2vyt,2.74
2e1w,7.96
4mi3,4.12
3ggc,5.44
3lle,4.97
1ouk,9.89
4azg,7.10
6afe,5.36
3vbd,8.07
4abv,6.07
3i97,5.52
4txe,5.62
3vtb,9.30
3wcb,7.74
223l,3.40
5tyh,2.08
5ipa,4.70
4hwo,8.54
3vhv,6.29
2bro,5.85
3qps,5.60
5djp,5.15
3h8c,7.72
5u0e,5.11
3wff,6.18
3le9,8.22
3ioe,3.27
3mpm,7.52
4iif,5.18
2waj,6.40
5owh,5.92
3hdz,7.29
1mrs,3.96
5t35,7.18
3pcu,5.29
6fo5,6.72
6dk1,7.65
5f4n,8.66
3bm8,3.54
5hg8,8.52
5wad,8.11
5ttu,7.33
1gyx,2.48
4mm4,6.37
2vj8,8.70
6hm6,5.50
3igp,7.02
5u5t,5.41
3ri1,5.30
3rbu,9.43
3d7f,9.30
3hav,3.77
4y8y,9.15
2o4k,10.46
3rth,5.21
5cgd,9.30
5bui,7.05
5tza,9.00
4r06,6.29
4k55,5.51
5bnr,6.28
4eg7,7.34
4gmy,7.55
5vc5,7.96
5j7w,4.89
4yur,9.80
4tmk,7.70
1aq1,8.15
5m4c,7.40
5q0h,7.92
2xz5,4.01
3ejs,6.60
4cxx,5.68
5ejv,6.69
4rlt,4.96
1ejn,5.62
3o9b,12.30
2owb,6.36
3dya,8.52
1xdg,7.30
5idp,7.35
5ybi,3.49
4z0k,6.34
4oew,6.82
4oc2,8.28
2vmd,3.02
1cim,8.82
1bl4,8.74
4jvj,7.66
5cyv,4.96
3v0l,5.52
5f5z,7.07
2xdx,6.46
3mg6,7.89
4dhr,4.57
3g86,8.30
2srt,6.64
6upj,6.32
4n9c,3.90
2qwd,4.85
1bv7,10.30
4cg9,6.21
3rz5,7.89
2wi6,6.64
5kks,8.70
4bt4,3.34
6g4y,8.82
2brp,4.00
6ei5,7.42
5uxm,5.44
1xud,8.10
2br6,2.96
3hu1,6.89
5n0e,8.44
4xg7,7.49
5jy3,7.92
6dq8,6.59
4o91,6.83
5l2s,7.08
2q8s,6.73
5ajw,6.98
1afk,6.62
4mc2,8.19
1zrz,5.24
4w4x,6.99
6ft9,6.96
5dts,3.55
2xp5,3.44
4x6j,7.80
3o5n,4.76
2wky,8.59
5nqr,7.15
6c8p,6.70
3e0q,5.89
2vf6,8.52
2yac,8.70
5obj,4.78
1zaj,5.10
3ezr,5.00
2q96,5.92
2pks,4.96
1h08,4.55
4jsc,7.13
1w14,8.52
4iwd,9.00
5nap,7.95
3ipx,6.92
2ohq,4.60
5nvh,7.82
6b3e,6.99
3iue,5.82
3faa,8.15
4j0p,7.29
1qhr,6.89
3g6m,1.71
3zxv,7.31
5iug,7.33
4yog,5.74
2vfk,3.71
1km3,4.91
2oyk,5.30
4o28,7.54
6gnw,4.99
5lom,7.13
3s76,5.05
1nok,3.15
4yve,7.00
4b72,6.20
6bh2,5.62
3dcc,8.96
4ajw,5.86
1zz1,6.02
4pop,8.13
1i7g,6.00
2epn,7.22
2pgz,5.74
5ops,5.06
3efk,7.85
4qyg,8.39
2w8f,6.30
4bch,7.66
1yk7,7.72
2xyn,8.40
4wke,8.10
4m5i,5.17
1jqd,5.16
3rk9,6.28
4alv,8.15
3f5j,4.28
3gk2,2.70
1ze8,7.68
6fs1,7.01
5kv8,4.84
5j9y,7.24
1h5u,6.75
4xua,4.59
3m1k,5.39
5m4f,7.89
2ieo,8.49
3qpp,7.92
3ibl,7.84
1eb2,6.01
3mbl,7.74
2x2l,5.28
5hzx,8.55
3iaw,5.80
5vgi,6.98
5fh7,6.86
1u6q,5.88
5to8,8.51
1h4w,4.66
5ejw,3.30
3sni,7.96
5ai1,6.47
3r7r,8.74
4cwt,6.75
5n0f,6.05
3qc9,6.06
2h5a,5.10
2zm1,6.66
1gx8,6.37
3s2a,8.09
4lgu,8.68
3dp0,5.85
2brn,5.26
4fxy,7.54
4yho,10.74
2doo,7.17
4f08,6.60
4x5y,8.03
2yme,7.66
13gs,4.62
5cxh,8.30
4dtt,5.54
3oot,8.70
4o2b,5.74
5j86,8.26
3jwr,8.07
2qdt,5.19
2vww,6.62
2qu2,5.43
4cu7,7.59
4iid,5.62
3eyl,6.60
4dhp,4.44
5ndb,4.66
4lm0,3.25
4obv,0.75
4aua,5.14
4urv,2.77
1tlp,7.55
1q66,5.77
4mbi,8.15
5lcf,4.75
5ia1,6.28
4p2t,5.43
3t64,6.70
1ek2,8.20
4pv5,6.54
3udq,6.00
5if6,7.23
4ca7,7.36
1sqo,7.46
2nn1,5.82
3qvv,4.42
4v01,8.11
3fkt,5.55
5m5q,7.05
4f7n,7.10
2ohp,4.03
4jne,5.86
3atv,5.34
5khx,7.85
4kb8,7.89
5a85,5.30
3l7d,2.18
5am6,6.73
5ia0,6.73
3f8s,7.89
3ffp,7.14
4jit,6.64
5g2g,6.05
4g0l,5.19
3rt4,8.80
4len,7.40
4hkn,5.96
4i0z,6.33
4y2s,4.28
5qaw,3.40
4mpn,6.62
4bt3,3.12
3sv7,6.08
1sv3,4.35
4d1b,4.44
5n17,5.32
6fr2,7.92
1ove,9.13
3lpg,6.16
3p4r,2.72
3jrx,9.00
4q8x,3.57
5ka3,4.59
5lgo,8.22
2ccs,5.70
5ctc,6.35
4j1i,7.40
2a3b,3.33
2vvv,8.22
1q1m,5.16
3ms4,3.28
6axq,4.00
1q6m,7.89
2j3q,6.15
1g7g,6.60
5k1d,4.68
3rdo,9.85
4zjj,8.00
6cha,4.40
4n98,3.55
5ksx,5.43
2f4j,5.66
4u8w,11.24
4ddy,5.62
6b22,7.38
4eev,8.33
1eas,7.74
4hyf,7.60
4l52,8.40
5jmx,5.09
6h9b,5.70
4olc,6.19
4q81,3.02
3i25,8.51
4hmk,6.10
3frz,8.15
6hm7,7.10
5eci,3.80
5dcz,9.30
3g4f,4.52
2zkj,5.48
4tln,3.72
2x8i,6.72
4w54,4.17
5t68,7.64
5abe,3.05
1tt1,8.15
3nok,4.19
4rro,7.59
6g9a,7.68
1riw,7.55
2ama,8.00
2bmv,2.00
2viv,6.28
4qsu,2.00
5yu9,6.74
5trg,7.82
6bfx,7.10
4gqp,9.60
5ia2,7.72
5yf1,3.28
4ymq,5.80
3ogq,7.52
4b6c,6.16
4p4i,7.46
4x8u,2.46
6mvx,5.14
1lzq,8.39
4m0e,6.22
3oyq,7.99
5o1a,4.52
2qp6,6.68
4wnk,6.42
2a3c,4.43
5i88,6.60
1mqi,7.63
4rt1,6.14
2evo,7.17
2rin,4.00
5v35,6.96
1owi,7.55
4or4,4.57
3n8n,4.57
3hvk,8.52
5abg,8.05
3qyy,5.08
4ddm,2.46
4uyn,8.40
4uhg,6.27
2pix,4.30
4ozn,5.40
4jft,5.46
4qzx,6.26
4bkj,8.72
5ogl,4.31
4mbc,6.40
4yz9,7.70
5ai8,3.90
3zsq,4.96
1lt5,2.70
5fqc,8.52
4flk,5.25
6b1o,8.51
6dif,10.72
4ufz,6.31
3ihz,6.80
3i4b,8.15
4xar,6.97
3hvj,8.70
5ene,3.23
5jog,8.24
6f7q,8.96
1xws,8.00
1fo2,4.70
1u2r,5.41
2c69,4.59
1ikv,6.28
2z1w,4.08
3vf7,9.10
3iob,3.42
2vr0,4.42
1ndz,8.11
5agr,5.43
5hna,4.23
1yz3,8.81
4nym,3.55
2e95,7.10
1dzk,6.10
5mw3,6.62
3l4z,6.72
4xtx,10.57
2onc,7.89
4w4w,7.46
1d09,7.57
2fzk,3.60
3hw1,3.06
2qrh,4.71
5t3n,8.04
1ghv,4.35
3fty,3.21
3ips,7.19
4dk8,5.74
5emk,7.89
4q3r,6.27
1rtf,3.04
2ony,6.68
5t2g,8.10
2clf,3.55
1tfz,8.15
1qaq,4.74
3ske,7.77
6h36,9.35
4np2,2.26
6e9l,6.04
3iw8,4.87
5jur,8.52
3zps,8.30
2b17,6.21
4z2j,6.43
5dxt,9.70
4hgs,8.30
3okc,4.44
1uv6,5.12
3nwe,7.60
2g01,5.91
3tz2,5.24
3i60,8.70
1z9h,3.00
4zph,7.51
1xxh,6.11
6css,7.60
1t31,8.64
1nyy,4.68
2g5t,9.09
6gue,8.40
4awi,6.00
2aoc,4.89
5khh,4.31
3btc,5.75
4m2r,8.49
3bjc,6.96
4acx,7.11
3kmm,9.70
4bgk,6.28
1nje,3.80
3lp2,6.66
2d0k,5.02
1fax,7.39
1rdt,6.70
2vx1,6.66
4ith,6.50
4qg7,8.00
2avs,7.57
3n4l,7.23
4au7,4.76
3mz6,7.20
2v3e,6.52
1ntk,10.49
5kpl,6.29
4fea,6.47
1hmt,5.79
5xmr,7.61
4mc1,7.85
2qm9,7.77
5mi7,7.11
4ujb,8.00
2bmz,3.70
1iep,7.00
2bq6,10.15
3n87,4.96
6ftp,5.82
5ngs,6.77
2fxv,5.35
5btx,3.55
2zu5,7.00
5t92,7.80
4pp7,7.96
4y6p,7.16
3iod,4.10
3zj8,3.90
5trk,5.21
1wdn,6.30
5l72,6.80
4hyh,9.00
4d8a,3.42
6d5e,6.85
4mrg,2.96
5exl,8.43
3zlq,6.04
5bwb,5.30
1ws4,3.00
2f1b,3.00
1ctt,4.52
4bcj,7.96
3cr4,4.28
1hvs,10.30
4lh3,1.52
4k3k,2.35
5eis,5.74
1ro7,3.18
3otf,6.08
1vrt,7.10
2vd1,6.86
1e8h,5.68
3rz7,8.96
4msl,6.15
4np9,5.03
2hog,9.52
4zz1,7.89
1v2t,4.71
5t1a,7.89
2xba,7.63
4f6w,7.52
4x6y,7.72
1pun,7.28
5thi,3.61
3q2m,3.80
5wa8,6.23
3sap,7.59
3hkt,5.39
1xur,5.18
4bsq,9.15
3vid,6.21
4mg8,6.48
1x7e,5.97
3ucj,6.00
4d8e,7.01
3ipe,6.82
4mjr,3.55
1bmn,8.44
5ngt,5.89
3i7e,10.85
3kgt,5.51
5nvx,7.05
1w76,6.15
2pwc,6.57
6fdc,5.64
3rlp,7.08
2mas,7.52
3ti3,8.74
5lpj,5.00
4xuz,7.36
4p6c,4.00
3wav,6.74
3a4p,7.55
5mli,3.90
1sqb,7.95
4qb3,5.47
3rtf,7.35
5diu,7.37
1jut,7.32
5le1,4.97
2oc1,5.37
3t5u,7.59
6h7o,9.85
4x2s,6.55
6aaj,8.30
4k1b,11.52
3r5n,5.78
6apt,6.05
5fso,6.09
4jfw,6.34
2vwv,4.80
5tzg,5.80
5d24,5.24
3sjo,5.78
3nuu,3.77
5kkr,6.92
4de5,3.15
5vex,4.63
3l1n,5.63
2b52,8.10
5ael,7.41
1d4y,11.10
6gdg,8.74
5x13,5.21
2oc2,8.52
1hi3,4.19
6gg5,3.65
4do5,5.83
1zd5,4.87
3qts,5.51
2pt9,4.46
4jve,7.07
6ap8,5.10
5hn9,4.30
3l08,10.22
4yzn,4.81
3el0,7.47
5eol,9.52
4oz3,4.55
2ykb,5.96
2r2l,9.00
4qxo,5.51
4odf,10.00
4pvy,6.71
3mlb,4.80
3nw5,5.08
2vt3,4.15
4hy4,8.57
5xiw,4.96
6awo,8.70
2nq6,5.82
3ml2,8.05
5wqj,5.52
2aou,7.73
5nf9,5.33
2byr,8.55
1yly,7.82
2zoq,6.05
5lpl,4.92
1bty,4.74
5tob,8.82
3k54,9.00
4kbc,7.85
4u54,2.06
5vqw,5.70
3co9,8.00
2ity,7.27
3f33,3.34
3f7i,7.34
2x4z,8.57
2p7a,6.10
5yve,6.48
1p0y,1.00
1amn,13.82
4ifh,5.21
4z93,7.35
2in6,7.64
3nzu,8.85
1e1x,5.89
4pkt,4.83
5ek9,7.33
3srv,7.50
5j32,5.08
3v4v,7.38
5ewm,7.92
3r9n,5.85
4m3e,6.25
5w8v,8.22
3pp0,7.96
6ewe,5.51
3lxo,4.82
2og8,9.30
6g3y,5.89
2gkl,5.35
1q83,12.39
4y4j,2.47
5lvq,4.14
2duv,7.06
3ztx,7.74
1bhx,6.84
3ik3,8.70
5wb6,10.70
5dtj,4.47
5yyb,6.56
4nzm,6.85
4e20,8.22
3ao2,3.77
1hos,8.55
4lv2,8.00
3ewj,6.84
2yj2,7.92
4tw9,7.70
5jgq,4.62
4der,6.31
3qk5,7.74
2itp,7.95
3vx3,7.82
4az2,7.33
4non,5.24
3kaf,6.08
4r5v,6.15
1jil,8.40
5vd3,5.55
3c2u,2.90
1hpx,11.26
4q9s,3.81
4wmc,8.05
4uoh,4.77
6eiz,6.22
3s0n,6.74
4mx0,6.73
3rvi,7.96
1gz3,3.70
5fsl,4.62
3btl,5.96
3otq,7.39
4wwp,6.92
4kfq,8.23
2v12,9.05
1bqm,7.35
2vwy,7.05
2gm1,7.00
2os9,2.24
5i4o,7.28
5nad,8.96
1o2o,6.36
4p02,6.40
1zdp,5.74
3m5e,7.37
4u6z,5.41
2qyl,6.19
1c9d,6.30
2wxd,5.48
5vqs,5.70
3cgf,6.57
4e5j,4.73
4dhn,3.89
5hn8,4.01
4eu3,0.82
2q2c,6.38
6eda,6.70
4oas,10.00
4b73,7.21
3el8,7.60
3my5,4.19
3vjc,7.72
4bti,9.70
5nk2,6.74
3atm,3.06
4x7n,8.22
5kqy,9.29
3iny,3.66
4qtc,6.40
2aie,5.66
6afr,7.15
4txs,3.00
4zei,5.88
3bvb,5.49
3ot3,8.30
6h7j,8.62
1qy1,6.52
4hn2,6.89
4tmr,7.22
5n1v,6.19
4u0m,5.77
5ung,9.47
5vsk,5.74
2ykj,6.21
5w10,6.62
3fhb,5.70
2xk9,10.15
4s2i,9.00
5alj,5.56
3qzq,5.64
2q15,7.96
1nli,3.59
3oe9,8.18
5h1t,3.80
5u5h,5.89
1soj,6.62
1o2q,7.68
2ydj,8.30
1g37,10.00
4a51,6.73
3k3b,6.70
3p8n,9.28
1a0q,7.57
6fe0,6.48
3kgu,5.92
4k4e,7.62
5h9p,7.17
6hpw,6.09
6f9t,7.86
3upk,4.30
5knj,6.94
2am9,8.41
3fhe,8.60
4ryl,7.28
4z90,4.66
1cw2,6.15
2vwo,7.51
4i7p,3.50
4pm0,7.35
5e8w,4.39
4mq6,6.47
5c29,6.06
2vts,7.52
3fw4,9.40
1qku,9.59
4wcf,4.28
2wos,3.90
3mj5,6.49
5nkc,7.72
3in4,7.52
3wd2,6.24
6gfz,5.51
5w5o,8.10
4qw0,5.14
4q93,4.65
2etm,6.67
1c3r,6.40
4nyi,3.06
5vs6,6.98
1ozv,1.44
5mwo,3.21
3u6w,6.92
4yo6,5.66
4tpm,8.62
3hwn,8.70
3sjt,6.06
3hac,8.17
4drm,5.24
4ok5,4.51
3iaf,2.92
6fmf,5.88
1hk4,5.31
5dgz,7.85
2vw2,3.30
6bsk,6.92
6mvu,2.89
2pyy,4.60
3t01,4.48
3i6z,7.30
1v2h,5.30
3p23,4.42
6b41,8.48
2c9b,5.54
5ny6,7.87
4omk,4.40
2a8h,7.17
1w1d,6.52
2qnn,7.15
5ji8,4.63
1hlk,5.00
2r6n,9.00
3uwk,4.24
5sz2,8.70
2hs2,8.31
5gvl,7.38
2a4l,6.40
5kns,6.12
2ilp,4.82
3ps6,7.74
4dvi,6.72
2b1z,7.10
5f41,4.17
1qb6,6.06
1tni,4.00
3ao1,2.26
4i74,6.72
1hee,5.34
5nib,7.72
1ld7,8.96
1jld,6.73
4azf,6.35
5yqo,6.09
5mge,4.06
4o4k,3.70
5xva,7.29
4ymj,7.00
5ap7,6.29
2chx,7.74
3q7p,5.80
4arw,7.13
3uf9,2.11
3atp,4.45
6dry,9.43
5flo,3.15
3rw9,5.96
3kqr,4.43
1a46,5.70
3wch,7.05
4rfd,8.05
4rkx,5.10
5mja,6.66
5oq7,6.49
3n35,3.37
4zzd,6.60
2bo4,4.61
4mk2,6.14
3l3m,8.22
3igv,7.60
4r5x,5.26
3sl8,6.54
4zjw,6.66
5dus,5.53
2cen,8.30
1pkx,6.92
2nsj,4.79
1xp1,9.30
3uxk,4.93
3ocg,8.52
6bl2,7.39
5vqz,6.39
4hxl,5.66
2ogy,4.48
4m3f,5.31
4dru,8.62
3ot8,8.05
4usi,4.41
5ngz,2.89
5wqc,8.96
5twj,5.25
2hb9,4.82
1bzs,8.00
3gs7,5.44
5v8o,3.77
3zbf,7.52
5obr,5.36
2o65,6.19
3sgv,4.46
2v58,9.09
4j0z,7.11
2hd6,7.80
3l5e,7.57
4n07,6.46
4dhf,7.55
3rxg,2.15
5q0j,6.62
5nvc,6.19
4heu,10.01
6ma4,7.35
6f20,4.31
3wmc,6.51
1il5,2.66
4mm7,3.63
3r21,6.74
6dvo,7.22
4zh3,4.40
2j27,3.52
3ue4,8.96
1hlf,5.64
4jdf,2.19
3mww,7.24
2wmr,4.28
4i8x,2.64
1koj,6.70
6gzd,8.01
5g5f,5.28
1hk2,6.77
5fho,6.67
3mtw,7.04
2yga,4.61
5u4b,5.74
1db1,9.26
2xj2,7.18
2vcg,5.77
5xsu,6.74
2aog,6.28
6aqf,8.67
5aa9,8.19
1bq4,5.22
3l7a,4.33
4jsa,4.96
1d4h,10.00
6bh1,7.22
5d10,7.14
2vta,3.73
3u4h,4.25
3a29,7.89
2nnq,8.70
1uu3,6.12
1ke6,8.24
3o6t,5.22
4xub,5.97
4e1m,7.26
4tkj,6.04
6ar9,5.18
2p4s,9.51
4ycn,7.77
5e73,4.64
1l6m,8.10
3ga5,5.49
4leq,6.54
3v4t,4.11
4r0a,4.26
5ai5,7.03
5mek,5.38
2ou7,3.81
2yir,9.77
5f1l,7.68
2hmw,7.70
2qlm,5.64
4zga,7.70
5w4w,8.10
3gc7,9.22
3tkm,9.00
6fmk,4.67
5nf6,7.46
5c83,6.80
4gkh,4.67
1c3e,6.59
3rjw,7.57
2wxl,8.34
3hzm,5.52
5jss,6.45
1tvr,7.48
2e94,8.00
4uxb,7.96
5qai,3.82
3lfn,5.50
5lm6,5.11
4gfo,6.62
2j6m,7.96
5aqt,3.51
6b7f,3.87
4no6,6.11
3bmn,4.46
3vhd,9.28
4ufu,8.00
3chg,3.99
2rgu,9.00
4a9r,7.80
2b1i,6.82
5jc1,6.82
1tsv,4.80
1ohr,8.70
5nsp,6.47
1biw,6.98
1drv,6.54
4zsa,7.82
5ltn,5.27
5txy,5.46
4qmq,6.59
3g0c,5.70
3mf5,5.36
3mle,5.24
2r6f,8.00
5i2r,7.72
3jzj,3.61
6dh8,9.84
4tk0,5.55
2hz4,5.47
5ho6,6.69
4j08,6.66
3qxm,7.48
1g36,7.17
5can,6.91
5afn,4.47
4jt9,8.14
2p8s,7.68
3e4a,8.77
4g31,9.40
5f2s,6.70
1fvv,8.00
4zsr,4.44
6chp,10.12
2vhq,3.85
2bok,6.55
2a29,2.85
5j4n,4.25
2vx9,7.44
5wap,6.52
1xos,4.70
2xfk,8.52
4k9y,6.95
4eke,4.48
3fcl,3.50
3pka,6.27
6b3v,9.69
187l,3.37
4d1c,5.70
1rt2,8.22
2cli,4.30
4fpk,4.24
5uc1,7.85
3sm2,9.70
1enu,5.08
4zme,4.30
3suu,8.52
4og5,6.52
3fr2,6.23
2vew,7.19
2z4r,7.62
4q1e,8.17
3npa,3.87
3g72,9.10
4fxj,3.62
2wxg,9.15
5qim,11.22
1yej,7.46
1pfu,2.72
4kip,8.15
3hdn,7.20
2vh6,9.70
2fyv,3.52
3w2o,5.08
4zpg,7.26
6d2o,5.30
3v7c,5.74
5eg4,7.68
3lau,4.52
3fhr,6.68
4az3,8.30
1r0p,8.00
1kak,4.59
4hbn,6.10
1kwq,9.21
5qap,4.00
3rxo,4.08
3b25,6.07
4m13,6.70
4dhu,5.30
4wrb,6.19
1vjy,7.64
5voj,8.44
5ap2,8.48
6fcl,4.64
4q7s,4.42
5q1d,6.12
5lvr,3.60
3bgc,5.02
1g52,9.54
4djh,9.49
2hw2,2.97
5zag,6.97
5oah,8.31
4g16,6.85
3p4q,6.52
3pj8,7.40
4own,4.22
4bdf,4.09
5amd,8.55
1epp,7.16
6gl3,7.96
1toi,4.05
2pqz,5.67
3fzy,6.74
3gfw,7.57
5ih9,8.70
6ce6,5.10
3qcl,5.40
4rrs,6.68
6gu2,5.80
3uib,6.80
1w2k,6.46
1hpo,9.22
2hoc,9.52
2pgj,3.59
5a69,8.96
3d8z,3.37
4cft,4.95
3v4j,5.04
1sb1,6.89
4yt7,8.77
1z34,3.38
4q1s,4.17
1b39,6.92
5f1z,8.68
4b4g,6.76
1ke0,5.38
4y2j,3.10
4hbv,4.64
1n95,8.92
3img,2.96
3b8h,4.20
1y6q,11.70
3pty,5.44
5u0g,4.58
1ryf,8.80
2v10,9.40
3g2j,4.75
1kkq,6.62
3b67,8.85
4hrd,8.82
1h4n,4.92
2ajd,10.80
6cck,7.43
4psq,6.36
3gwu,4.71
5t28,8.49
4f9v,6.03
3zmm,9.14
5zla,4.30
5kbh,6.26
2r58,2.00
4p73,7.66
5c8m,7.19
3arg,7.26
1o6h,6.73
3qxc,5.77
1xor,6.41
2wl4,4.19
5e2o,8.70
4oym,4.96
6d6t,8.21
2yj9,7.02
5jjr,7.80
1f92,6.19
2vjx,4.96
4oo9,9.07
4kpx,7.30
5tts,7.25
5l2z,10.22
3s7l,7.10
3vd9,4.00
5c84,6.19
5wrs,5.52
1y3x,5.14
4ytf,8.15
4zmf,3.96
3oj8,8.36
3ay0,3.04
1au0,7.66
456c,9.77
3mbz,5.80
1qk4,4.21
4e49,5.11
4ie2,5.35
6g93,7.96
2c5x,6.60
3veh,4.96
1k1y,3.22
3b66,8.60
5ktw,7.52
3d62,6.10
4alg,6.30
5xpp,7.44
1v41,4.70
2kmx,4.08
5ow1,4.15
3hpt,8.19
4ie6,5.55
5tmp,7.47
2nmx,5.57
4u0w,3.00
6bfa,9.00
4ge1,6.43
3l1s,8.70
3oku,6.36
2hwo,6.90
3tpp,7.82
1c86,4.70
5mmg,6.01
5npd,7.42
6hu3,6.30
4hlh,5.96
5fwj,7.89
4k4j,6.12
3fkv,7.57
5xqx,6.39
6g4z,9.77
1fao,7.37
5czm,8.32
5m9w,2.24
3c43,7.72
2xei,10.62
3bx5,8.46
4qwf,6.00
4zv2,2.93
1nnb,5.00
3qak,8.32
3ggv,10.85
3hvg,2.70
3k5u,6.51
2gz7,6.52
5jmw,6.76
3lzs,10.96
4qvp,6.05
4qab,9.70
4x48,6.77
1w5y,8.48
1gj6,7.00
4jbp,7.39
2p2a,6.12
4q9z,7.26
3lpf,6.68
4a22,8.49
5ive,7.57
6epa,5.95
3n4c,8.02
1uyc,4.39
2ckm,8.82
2a4g,7.18
3nnx,7.96
2xgs,3.28
3f7u,6.61
5lny,7.38
5ugc,7.89
2nmz,8.37
5z4h,3.02
4aq3,7.43
5yft,5.00
3sgt,3.82
3tl5,7.85
2f3e,6.81
4z9l,8.80
5qas,3.72
4zvi,6.33
4yzu,5.05
5orz,3.36
5mgj,4.29
6fnj,6.85
1hvr,9.51
2jbv,3.54
3zt4,2.80
5hl9,4.66
4dfu,4.60
2wtw,8.19
5ko1,6.64
3tll,4.39
5dda,5.78
6m9t,7.70
3lq2,5.22
6frf,7.40
5lca,4.48
1hy7,5.39
1exv,7.35
5fqt,6.80
1hk5,5.24
4ksq,7.31
6b8u,9.70
1pus,7.28
5osy,7.37
5nkh,7.59
1yys,6.33
5wcl,4.52
3fq7,2.52
5ect,5.28
5uwn,7.87
1sj0,9.10
5ggl,1.78
4uj2,7.10
2ayr,9.29
2wf2,7.59
6ma3,8.30
5akz,5.26
1c5t,4.10
5e89,7.85
5akh,6.59
3tn8,6.13
2jdt,6.77
4z2i,7.44
2ay4,2.91
5axp,9.03
4yx4,5.97
2r3n,7.15
1m0q,3.89
2bdf,7.17
5l3e,6.18
4o1l,6.70
5am7,7.19
4ieh,7.85
4o2a,5.74
3ryy,7.42
2ycq,9.85
4d1a,4.72
5xii,7.12
4ded,7.42
2pqb,7.20
3hbo,5.09
1aj7,3.87
5tol,7.48
1njc,5.55
5c4u,8.72
5byz,7.38
4g8n,7.20
1inc,9.34
2xbp,5.02
5ak6,3.49
4mbl,8.54
5t4e,5.36
5nea,10.30
5hls,7.41
1n4k,10.05
1jgl,8.70
1mwt,1.88
5cqu,6.54
4wbo,4.20
2bdl,7.82
6mj7,2.82
4u03,5.77
3qiz,5.21
5a14,7.30
1x8b,7.01
5ti6,4.68
5jmp,7.17
5u4d,6.33
3g4l,8.24
3d52,3.28
6fyi,6.70
3g4k,6.54
4zsq,5.65
5ye7,5.46
3nnw,8.05
5q0q,6.11
6esy,5.59
2xk3,5.68
5fcz,4.20
5y0f,6.68
4zyc,6.42
6c2x,4.76
6f34,4.94
2cf8,8.10
5fwa,4.79
3fc1,8.00
2wnj,6.48
3p7a,6.28
1tr7,6.82
6aqq,6.55
4ymg,4.68
2no3,8.05
5ful,4.74
5q0t,4.54
1o3l,6.54
4z16,8.32
3wf5,7.09
1ld8,8.46
4na7,9.70
3are,6.21
4hki,6.85
3oev,8.13
2c4w,4.70
3ljt,6.89
3cph,6.48
5m56,7.89
4ynb,10.37
1pu7,3.10
4an3,9.22
5oq6,7.56
3tvw,4.43
4p0v,5.92
2c6l,6.57
4h42,3.47
5f1h,7.85
3p8z,6.09
6d55,7.36
5k4j,7.11
2g96,4.28
2o5d,5.15
1rin,3.15
4kln,7.70
3gtc,2.35
3mna,7.39
1pbq,6.27
1nox,7.05
4ppb,10.00
5kup,8.14
1z6d,2.34
6bkx,6.39
4m3g,6.26
4mk9,8.05
5i3m,7.40
4p0n,8.66
4avs,3.49
1qcp,7.52
4emv,8.30
4gfn,8.30
5xvk,5.05
1vea,7.52
5hj9,5.85
4pkv,5.25
4ovz,6.31
4x7i,7.69
1mrx,7.26
4o0z,7.24
1lqd,8.05
5mnc,1.31
5nlk,7.46
3bla,8.70
4ce3,3.96
5t4u,5.32
1syh,6.41
3nu3,9.82
3daj,5.54
2ihj,4.59
4cr5,4.15
6q6y,6.00
3ndm,7.96
4m3b,6.40
5yib,5.48
1wc1,4.00
1yfz,4.35
5lmk,7.43
4or6,5.31
4jpc,7.03
5anq,5.40
4cc6,6.64
5ku3,4.89
4kz8,2.80
5w5v,6.10
1heg,7.74
4hdc,8.92
2avq,4.39
4twd,5.08
4qir,6.95
3c4e,4.00
2qu6,8.52
4kp4,5.17
4qr3,5.85
5l3j,6.64
3t19,8.66
1ga8,1.80
4ca6,6.74
4ngm,10.35
5gmn,4.73
5js3,6.73
3p0g,10.08
5mxr,5.21
5g57,8.40
6aah,8.41
5f2p,4.43
4oyb,5.80
3l16,7.48
5ncz,9.10
5wzs,6.55
1q8w,5.24
2ogz,7.08
4btw,7.15
5q0p,7.41
5lj0,8.00
4jfm,5.48
1ong,8.05
6gmx,2.17
5hd0,8.40
1h2k,2.92
4y8c,7.96
2fx6,3.70
4wz4,6.44
5ekh,5.95
